pattern,raw_json_replies
ABAB,"[('1531280442095190016', ""@bexan_Husky AHAHAHAHAHA that wasn't the issue, the issue was you being sarcastic 😭"", 'myjooha|1429763994743721998', '2022-05-30T14:24:41.000Z'), ('1531280007871479808', '@myjooha ohh youre ok with me calling him an antagonist now👀', 'bexan_Husky|1447630540811735047', '2022-05-30T14:22:58.000Z'), ('1531278895839907841', '@bexan_Husky LMAOOOOOOOOOOO so true', 'myjooha|1429763994743721998', '2022-05-30T14:18:33.000Z'), ('1531278778533650440', 'https://t.co/XrIKJyvnQf', 'bexan_Husky|1447630540811735047', '2022-05-30T14:18:05.000Z')]"
ABA,"[('1531279900224659459', ""@katterfly22 at first i thought they were being sarcastic or trolling but after investigating i realized they're being completely serious 😭"", 'V0REKUN|1041221636601593856', '2022-05-30T14:22:32.000Z'), ('1531279347985809412', '@V0REKUN lmao I told my mom and she went 👁👁 and just walked away she’s like seriously there’s still people like that 😭', 'katterfly22|1409634603346935817', '2022-05-30T14:20:21.000Z'), ('1531274617561686017', 'argued with a flat earther today 🕴 https://t.co/XUC85vRQTJ', 'V0REKUN|1041221636601593856', '2022-05-30T14:01:33.000Z')]"
AB,"[('1531278920359809026', '@Angry_Staffer Most of the audience did not realize he was being sarcastic....at least I hope he was.', 'STFXU|30495098', '2022-05-30T14:18:39.000Z'), ('1531277864900894721', 'This is fantastic. 🤣🤣 https://t.co/VtZkpp6dg3', 'Angry_Staffer|848148994102611969', '2022-05-30T14:14:27.000Z')]"
ABAC,"[('1531277761335250950', '@BlueWave2020NY @davidaxelrod Even if he’s not being sarcastic, which he is, the fact is he’s still right!\nThe abject nightmare and fck up in Texas, IS why a police force is so important; not a chickenshit, racist, uneducated police force like those in so many towns today, but a well trained police force.', 'DADiClementi|16659311', '2022-05-30T14:14:02.000Z'), ('1531231748759113729', '@DADiClementi @davidaxelrod It’s not sarcasm. It should be, but it’s not.', 'BlueWave2020NY|785564943366193152', '2022-05-30T11:11:12.000Z'), ('1531084153227182080', '@davidaxelrod Wow. I guess we have completely lost the ability to recognize sarcasm.', 'DADiClementi|16659311', '2022-05-30T01:24:42.000Z'), ('1530985532519489536', 'The inexplicable, heart-wrenching delay in Uvalde underscores the indispensable role of police.', 'davidaxelrod|244655353', '2022-05-29T18:52:49.000Z')]"
,[]
AB,"[('1531276737329278981', '@TheGoodLiars I think he was being sarcastic', 'CherieFireball|1057577005607137281', '2022-05-30T14:09:58.000Z'), ('1531019935308304386', 'We spoke directly to Wayne LaPierre at the NRA Convention and thanked him for all his thoughts and prayers. https://t.co/EfdDrgD4Af', 'TheGoodLiars|1322678960', '2022-05-29T21:09:32.000Z')]"
,[]
ABAB,"[('1531275216227278848', '@madsontwt i was literally being sarcastic 😭😭😭 irdgaf what dream does EVER', 'carlosthewrld|1033399887675699201', '2022-05-30T14:03:55.000Z'), ('1531217464331231232', '@carlosthewrld says the one who is saying stay away from a company who is paying him to play the game 💀', 'dtqkmads|1147950208082501633', '2022-05-30T10:14:26.000Z'), ('1531147390664617986', '@madsontwt took four words from me for you to get all mad ahhhhhh LEWSERRRRR 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🥲', 'carlosthewrld|1033399887675699201', '2022-05-30T05:35:59.000Z'), ('1531139213952839680', 'I literally cannot with his qrts bro these mfs are so chronically online💀💀💀 https://t.co/yJnQp92fY7', 'dtqkmads|1147950208082501633', '2022-05-30T05:03:30.000Z')]"
,[]
ABAC,"[('1531273400383115267', ""@Lord_Kristine @bethdanger I don't. I was being sarcastic. Which appears to have eluded some. The 'they are great for tourism' is the most overused and most unconvincing justification of the very short list of justifications."", 'dippitybix666|1160107752431243264', '2022-05-30T13:56:42.000Z'), ('1531272557474680839', '@dippitybix666 @bethdanger Lol this has been disproven a million times. Why do you still believe it?', 'Lord_Kristine|2936443848', '2022-05-30T13:53:22.000Z'), ('1531203663225569281', '@bethdanger All those countless times she and her family posed for photos/selfies with tourists to bring in those millions in tourist dollars which entirely justify the existence of the monarchy.', 'dippitybix666|1160107752431243264', '2022-05-30T09:19:36.000Z'), ('1531157799350198272', '🇬🇧 it\'s jubilee week! Let\'s have a thread of our favourite things the Queen has done!\nI\'ll start: she negotiated clauses in the equality and diversity act so she wouldn\'t have to hire ""coloured or foreign"" workers in the Palace. These clauses remain in place to this day! 🇬🇧', 'bethdanger|214187761', '2022-05-30T06:17:21.000Z')]"
A,"[('1531273185764720644', '“i was being sarcastic”\n“it’s satirical”\nhow tf am i going to know that when i was talking about something very serious???', 'genderjuicecals|1481455493650563077', '2022-05-30T13:55:51.000Z')]"
AB,"[('1531271399238664195', ""@daddylonggglegz I hope you're being sarcastic"", 'ApseNaHoPaega|1269977185420562432', '2022-05-30T13:48:45.000Z'), ('1531266670072938498', 'How is cyber bullying real? Just log off bro, it aint that hard.', 'daddylonggglegz|1396453760910700545', '2022-05-30T13:29:58.000Z')]"
ABABC,"[('1531271047395287040', '@kill_1308 @GiancarloChaux i get the risks, and most wont have the risk tolerance as they did w apes last year, or when doodles was below 1-2eth.\ni was somehow lucky to see thru all marketing bs w projects like pxn, but somehow blindsighted by goblins lolll (im being sarcastic here).', 'sung_0701|4797598666', '2022-05-30T13:47:21.000Z'), ('1531269969438294024', ""@sung_0701 @GiancarloChaux Personally I think it'll be short lived, but respect your opinion."", 'kill_1308|319006896', '2022-05-30T13:43:04.000Z'), ('1531267178011533312', '@kill_1308 @GiancarloChaux Its goblin season, and it is going to become a blue chip, well recognized nft native brand. derivatives have always here. I would actually  say projects like pxn getting pumped/shilled marked the End of the shitcoin season.', 'sung_0701|4797598666', '2022-05-30T13:31:59.000Z'), ('1531179804548124672', ""@GiancarloChaux This is shitcoin season for NFT's, and shitcoin season does not last forever. \n\nIt's dumb and not sustainable. Be careful out there and don't get sucked into the hype, it'll soon fizzle out and you'll be left holding the bag."", 'kill_1308|319006896', '2022-05-30T07:44:48.000Z'), ('1531126827606867968', ""elftown made 70 eth in royalties today from a free mint\n\nremember when low effort rugs had to pretend to have a roadmap and a social media strategy lol\n\nplus you've reduced legal risk because you're not even selling anything\n\ntbh this new trend might not be going away"", 'GiancarloChaux|3432951370', '2022-05-30T04:14:17.000Z')]"
,[]
ABC,"[('1531268802092093441', '@Natalie66930353 @EmmaKennedy Surely they are being sarcastic, no? Please. Tell me they are being sarcastic', 'BoloniaBabe|982937586', '2022-05-30T13:38:26.000Z'), ('1531231927264546822', '@EmmaKennedy 🤦\u200d♀️🤬 I have no words 😢 https://t.co/bj2PThm8nE', 'Natalie66930353|1196919869306003456', '2022-05-30T11:11:55.000Z'), ('1531008316427620354', 'Never has a thread better showed the galaxy between America and the rest of the West because I can guarantee 99% of Brits will read this thread and think everyone in it is a lunatic. https://t.co/WxRzqtKvKh', 'EmmaKennedy|23217907', '2022-05-29T20:23:22.000Z')]"
A,"[('1531268126972706817', ""I know it seems sarcastic and I'm being disrespectful to the military men and women by saying they didn't die righteously defending freedom of the homeland. They'd tell you the same thing I am if they were still alive to tell their stories, that's the darn truth."", 'TjJinson|1349390858769080328', '2022-05-30T13:35:45.000Z')]"
,[]
ABB,"[('1531267756787654656', '@XyloVT I just thought you were being sarcastic lol', 'madzthebeaver|1521541430090637312', '2022-05-30T13:34:17.000Z'), ('1531162655091675136', '...the cropped vers looks a lot different https://t.co/afkYBNZ3kC', 'XyloVT|1526156025803730944', '2022-05-30T06:36:39.000Z'), ('1531162389324120064', ""Aaaaa thank you so much everyone 😭\n\nI'm so excited for the future and I'm so glad to have all you Sproutlings (Maidens - so Varre cant call me maidenless anymore u.u) here with me for this journey\n\nI'll be streaming again tonight in 1h30 - Let's go for affiliate!!! https://t.co/MhsBdsTH60"", 'XyloVT|1526156025803730944', '2022-05-30T06:35:35.000Z')]"
AB,"[('1531266504989212677', '@TheGoodLiars That short speech went right over their heads. Why? No logic or rational thinking. What he was saying was “let’s play make believe and use out telepathy to make these guns not blow away our kids”. He was being completely sarcastic if some of you haven’t caught on yet.', 'RxerJCM|1480525330284781573', '2022-05-30T13:29:19.000Z'), ('1531019935308304386', 'We spoke directly to Wayne LaPierre at the NRA Convention and thanked him for all his thoughts and prayers. https://t.co/EfdDrgD4Af', 'TheGoodLiars|1322678960', '2022-05-29T21:09:32.000Z')]"
ABACACAC,"[('1531265726119563264', ""@Goldspell @TypicalJAnt Can't tell if you are being sarcastic so....🙄🤷"", 'TheGameAllStar|132005704', '2022-05-30T13:26:13.000Z'), ('1531265110391394304', '@TheGameAllStar @TypicalJAnt Yes, if Zoro kill him and take his head, it would be 10/10 masterpiece ending.', '_Godspell|1432995688682455044', '2022-05-30T13:23:46.000Z'), ('1531264110465253376', ""@TypicalJAnt Dunno what else you want me to say bruh. 🤷 Kaido having a boring ending is garbage to me. It's that simple."", 'TheGameAllStar|132005704', '2022-05-30T13:19:48.000Z'), ('1531263799352860672', ""@TheGameAllStar Did we consider that it's supposed to be underwhelming? Kaido's whole thing is wanting a glorious death but being undeserving of it. So why would he get a spectacular death?"", 'TypicalJAnt|1038441192369868800', '2022-05-30T13:18:33.000Z'), ('1531263546381807619', ""@TypicalJAnt And that would again be underwhelming as FUCK if that's how he goes out. https://t.co/0RLLtEVN62"", 'TheGameAllStar|132005704', '2022-05-30T13:17:33.000Z'), ('1531263360825708544', '@TheGameAllStar Volcanic lava would kill Kaido because it produces Sea Stone &amp; that prevents the use of Devil Fruits', 'TypicalJAnt|1038441192369868800', '2022-05-30T13:16:49.000Z'), ('1531262953361661953', ""@TypicalJAnt So lemme ask this. Why is Luffy able to get knocked the fuck out and have breaks but Kaido can't? Also why do we think lava is gonna finish Kaido when he literally has an attack that coats himself in the shit? 🤨😒"", 'TheGameAllStar|132005704', '2022-05-30T13:15:12.000Z'), ('1531262423616872449', ""For those who believe Kaido will awaken and that his flashback is incomplete, i've got a couple of questions for you -\n\n1. If he does awaken, how is he gonna be beaten without just a bigger ass pull?\n\n2. What part of his flashback do we actually need rather than just want?"", 'TypicalJAnt|1038441192369868800', '2022-05-30T13:13:05.000Z')]"
ABCDEF,"[('1531265609543081986', ""@TheeSupaSoka @LeratoMolobi1 @winsomenomad2 @writer9706 @Phil_Lewis_ Not sure if you're being sarcastic or not? Cruz needing a break is rather unsuitable considering the circumstances wouldn't you think! Think about the reason why Cruz was there - NRA! Cruz needing a break? That's not very appropriate considering the situation and what occurred!"", 'Haley_stro15|2614818867', '2022-05-30T13:25:45.000Z'), ('1530950715694321664', '@LeratoMolobi1 @winsomenomad2 @writer9706 @Phil_Lewis_ He can’t go out and eat food while he’s dealing with aggressive rebuttals irl and on social media? There will never be a time when everyone agrees with each other. The ppl elected him and he’s doing his job as he sees fit. He’s human. He needed a break.', 'TheeSupaSoka|1431224909867462659', '2022-05-29T16:34:28.000Z'), ('1530580151389634560', '@winsomenomad2 @writer9706 @Phil_Lewis_ The fact that he can go out and dine while those that have passed are not even buried yet, it’s telling. Some people really need to learn how to “read the room.”', 'LeratoMolobi1|3438186868', '2022-05-28T16:01:59.000Z'), ('1530533020612059136', ""@writer9706 @Phil_Lewis_ These 'people' should be confronted everywhere they go. They should be driven into the dark spaces where they belong, not allowed out in the light where decent people live."", 'winsomenomad2|1491586189056520193', '2022-05-28T12:54:42.000Z'), ('1530522860132917248', '@Phil_Lewis_ He wasn’t heckled, he was confronted. If he can’t take the heat, he shouldn’t be in elected office.', 'writer9706|21910539', '2022-05-28T12:14:20.000Z'), ('1530503526924918784', 'Someone heckled Ted Cruz while he was eating at a restaurant last night\n\n“19 children died! That’s on your hands! Ted Cruz, that’s on your hands!” https://t.co/PaeiQYqfBo', 'Phil_Lewis_|286998245', '2022-05-28T10:57:30.000Z')]"
A,"[('1531265121313509378', ""Hopper is so cute I caaaaan't! Even when he's annoyed and being sarcastic I just think he's adorable"", 'GhostPhreaque|1454733380151615488', '2022-05-30T13:23:49.000Z')]"
AA,"[('1531264681393983489', 'I am being sarcastic, they are not my friends.', 'SiriusGabrielM|1509503244246081540', '2022-05-30T13:22:04.000Z'), ('1531262709538381825', 'Yeah GC TRULY taking that mask CLEEEEEEEAN off huh? Nothing says ""I\'m fighting for rights"" more than an incredibly racist pun dancing around and yelling. Classy my friends. Classy.', 'SiriusGabrielM|1509503244246081540', '2022-05-30T13:14:14.000Z')]"
AB,"[('1531264108712103937', '@RexChapman I thought he was being sarcastic and joking but this ass was serious', 'anotherwayout|452257597', '2022-05-30T13:19:47.000Z'), ('1531096061921710081', 'This is art. https://t.co/JLUSkEKNwo', 'RexChapman|324703658', '2022-05-30T02:12:02.000Z')]"
,[]
ABC,"[('1531263193447747585', ""@seeking_peace_7 @danhill2011 TBH. I think he's being sarcastic in a funny way. Our own government takes our money away and never gives it back. It's the American Way!"", 'Artycakes|75382117', '2022-05-30T13:16:09.000Z'), ('1531262319292039171', ""@danhill2011 Maybe make education affordable that way they are not forced to borrow money and you won't sit with this problem."", 'seeking_peace_7|1148550454974058501', '2022-05-30T13:12:41.000Z'), ('1530776544876056577', 'Dear Students:  You borrowed the money - you pay it back.   Its the American way!', 'danhill2011|469348125', '2022-05-29T05:02:23.000Z')]"
ABABCA,"[('1531261786145673217', '@Evelyn_BigBalls @AnnaB4Eva2 OI! You need stop letting emotions get the better outta you or something.\nThere’s no problem or anything. I don’t think they said it as in like as a sarcastic or anything. I think they’ve said it as it being expected since she was getting cooked within every comment and quotes.', 'GhostAmethyst|1438328912732381188', '2022-05-30T13:10:33.000Z'), ('1531259917880987648', '@GhostAmethyst @AnnaB4Eva2 It’s a problem for me ..now mind you this is not the first post I saw her joking about something disrespectful to my queen..so now I wanna know @AnnaB4Eva2 do we have a problem ..cause one thing I hate is a fake ass barb ….', 'Evelyn_BigBalls|1434545495687507980', '2022-05-30T13:03:08.000Z'), ('1531257723370803201', '@Evelyn_BigBalls @AnnaB4Eva2 ??? I think they meant like someone commented under that woman’s post and said she was gonna delete the tweet, which that woman did. \n\nBut I honestly don’t know the issue between you two, so I’ll sit this one out… ✌🏽😬', 'GhostAmethyst|1438328912732381188', '2022-05-30T12:54:25.000Z'), ('1531256914482548736', '@AnnaB4Eva2 @GhostAmethyst Yo I’m confused ..like who do you fuck with cause you looking like a fake barb and I got time today', 'Evelyn_BigBalls|1434545495687507980', '2022-05-30T12:51:12.000Z'), ('1531251028175343616', '@GhostAmethyst Now who said she was going delete the tweet lol', 'AnnaB4Eva2|1241732364700725254', '2022-05-30T12:27:49.000Z'), ('1531250562519519233', 'Mhm, you knew to delete that tweet immediately. Next time, don’t open your mouth onto something you don’t know. https://t.co/YTbg4T5ADB', 'GhostAmethyst|1438328912732381188', '2022-05-30T12:25:58.000Z')]"
AB,"[('1531259857520799747', '@TheGoodLiars Look like the Godfather was trying to figure out if you were being serious or sarcastic. But I think the third repeat at the end he figured it out.', 'vgcrutchfield|2893230487', '2022-05-30T13:02:54.000Z'), ('1531019935308304386', 'We spoke directly to Wayne LaPierre at the NRA Convention and thanked him for all his thoughts and prayers. https://t.co/EfdDrgD4Af', 'TheGoodLiars|1322678960', '2022-05-29T21:09:32.000Z')]"
ABC,"[('1531259768332951552', '@FCBFadi10 @FCB_Ivan1 Yeah that part is funny lol. Maybe he was being sarcastic', 'LoonaStanEve|1520946145702281217', '2022-05-30T13:02:32.000Z'), ('1531259331206840320', '@FCB_Ivan1 But why didn’t he correct the translator instead of laughing lmaoo', 'FCBFadi10|1472568617346682884', '2022-05-30T13:00:48.000Z'), ('1531259102386593793', ""It was obvious he didn't say Bayern are not a serious club but it was funny to believe he did https://t.co/0L6ndPxdBG"", 'FCB_Ivan1|1234769262738386944', '2022-05-30T12:59:54.000Z')]"
ABC,"[('1531256797281103872', '@BlueWave2020NY @davidaxelrod @DougJBalloon I figured he was being sarcastic', 'John_VanAmburg|70275677', '2022-05-30T12:50:44.000Z'), ('1531231555372335104', '@davidaxelrod @DougJBalloon Axe - what the hell has happened to you???', 'BlueWave2020NY|785564943366193152', '2022-05-30T11:10:26.000Z'), ('1530985532519489536', 'The inexplicable, heart-wrenching delay in Uvalde underscores the indispensable role of police.', 'davidaxelrod|244655353', '2022-05-29T18:52:49.000Z')]"
AB,"[('1531256539729862658', '@ArtCrunchy Yet we printed a shit load of it, it went to the same few hundred and money is worth less (inflation). So Corbyn not getting is likely to have been the worst thing ever for the common folk. I know you were being sarcastic but it is beyond belief how everyone voted back then.', 'Sharplin46|2787768977', '2022-05-30T12:49:43.000Z'), ('1531211223462817794', 'Good job that Corbyn chap never came to power and took us back to the 70s. Just imagine the state the Country would be in right now. Soaring inflation, massive energy price hikes, unprecedented levels of homelessness and poverty...\nWhoa! Whew! That was a near miss, right?', 'ArtCrunchy|3074938702', '2022-05-30T09:49:38.000Z')]"
AB,"[('1531256002615582720', ""@asegpi I hope you aren't being sarcastic lol"", 'marketsgonewild|1351716206965874696', '2022-05-30T12:47:35.000Z'), ('1531172280780439552', '$GOLD is the only inflation hedge, will thrive in this environment...trust me https://t.co/N5TsKkdfaw', 'asegpi|1469275964', '2022-05-30T07:14:54.000Z')]"
AB,"[('1531255809845362689', '@TheGoodLiars I think he was being sarcastic but I’m not really sure.', 'Ronnie_Cromer|22049820', '2022-05-30T12:46:49.000Z'), ('1531019935308304386', 'We spoke directly to Wayne LaPierre at the NRA Convention and thanked him for all his thoughts and prayers. https://t.co/EfdDrgD4Af', 'TheGoodLiars|1322678960', '2022-05-29T21:09:32.000Z')]"
ABABABA,"[('1531255295376506881', ""@angelchairs2 also I'm not stating that true love is all about looks, in case you haven't noticed i was just being sarcastic goofy"", 'girls_4evah|1102519567539032065', '2022-05-30T12:44:46.000Z'), ('1531249613575180288', ""@4dagirlls Haha winona ryder didn't have a problem loving johnny. But i guess you do have a problem with that. Good luck saying true love means appearance/being rich in your life. 👍 I'm glad I met a person like you."", 'angelchairs2|1345025830100082688', '2022-05-30T12:22:11.000Z'), ('1531248495252086784', ""@angelchairs2 don't dear me you pedo apologist"", 'girls_4evah|1102519567539032065', '2022-05-30T12:17:45.000Z'), ('1531248029877121024', '@4dagirlls Haha you would think. But true love is not the way you think dear. Guess, you have to learn that in real life.', 'angelchairs2|1345025830100082688', '2022-05-30T12:15:54.000Z'), ('1531246049817694210', ""@angelchairs2 i'd rather think that this hot ass man is her true love than that weirdo she dated when she was 17 and he was 26🥴"", 'girls_4evah|1102519567539032065', '2022-05-30T12:08:02.000Z'), ('1531244606020538369', '@4dagirlls 😂😂 true love meaning appearance/good looks/being rich ? Wow no wonder', 'angelchairs2|1345025830100082688', '2022-05-30T12:02:17.000Z'), ('1530527982108184576', ""people saying johnny depp was winona's true love but her husband literally looks this hott?!??!???? https://t.co/2Kts5JcisX"", 'girls_4evah|1102519567539032065', '2022-05-28T12:34:41.000Z')]"
,[]
AB,"[('1531253954083954689', ""@bethdanger @Keira_L_1989 Ah, so you're being sarcastic in the vain hope of being funny and edgy. What's your contribution to life or society in general? Not a lot I'm assuming...."", 'ledgerd174|972738343', '2022-05-30T12:39:26.000Z'), ('1531157799350198272', '🇬🇧 it\'s jubilee week! Let\'s have a thread of our favourite things the Queen has done!\nI\'ll start: she negotiated clauses in the equality and diversity act so she wouldn\'t have to hire ""coloured or foreign"" workers in the Palace. These clauses remain in place to this day! 🇬🇧', 'bethdanger|214187761', '2022-05-30T06:17:21.000Z')]"
ABABABABABABABABABABCBD,"[('1531253953098240001', ""@twistedmangoes @The_WizardsTome @1NihilistWriter @OmarAlghabra @JustinTrudeau Of course you are being sarcastic again. I provide proof after proof and you just think it's all a barrel of laughs. So I'm actually wasting my time trying to explain something you are unable to cognitive and/or emotionally process. Read some books browse the alt media tubes..."", 'hill_dyke|823617388134338560', '2022-05-30T12:39:26.000Z'), ('1531253000391499778', ""@hill_dyke @The_WizardsTome @1NihilistWriter @OmarAlghabra @JustinTrudeau Idk the trudeau story sounds more likely to me. He's Fidel Castros son so communism is in his DNA"", 'twistedmangoes|832331456592695296', '2022-05-30T12:35:39.000Z'), ('1531252019373084672', '@twistedmangoes @The_WizardsTome @1NihilistWriter @OmarAlghabra @JustinTrudeau As for who created and released it we already know. B/c they are insane madmen who are total heatbags. Here is one of main culprits admitting to releasing infected SARS-COV bats from the Wuhan on Twitter. Another one was advising his students to invest in a pandemic 3+years ago. https://t.co/fi9sOPWdVS', 'hill_dyke|823617388134338560', '2022-05-30T12:31:45.000Z'), ('1531251807388938240', ""@hill_dyke @The_WizardsTome @1NihilistWriter @OmarAlghabra @JustinTrudeau Well it wasn't a question I'm just saying trudeau weaponized the common cold so people would give up their freedoms and join china. It didn't work so he weaponized smallpox and invented a new disease called monkeypox which he released"", 'twistedmangoes|832331456592695296', '2022-05-30T12:30:54.000Z'), ('1531250514934894592', '@twistedmangoes @The_WizardsTome @1NihilistWriter @OmarAlghabra @JustinTrudeau I thought you were mocking and being sarcastic. I still do. Are you in all seriousness asking me that question?', 'hill_dyke|823617388134338560', '2022-05-30T12:25:46.000Z'), ('1531249272976510976', ""@hill_dyke @The_WizardsTome @1NihilistWriter @OmarAlghabra @JustinTrudeau I didn't know it was a debate I was just telling you what I've heard"", 'twistedmangoes|832331456592695296', '2022-05-30T12:20:50.000Z'), ('1531246808034226176', ""@twistedmangoes @The_WizardsTome @1NihilistWriter @OmarAlghabra @JustinTrudeau Buddy, you just got flame basted in this bizarre back and forth. You name this and that, I provide evidence. Instead you just play childish games, in a mocking tone. This is not how a debate is conducted. I don't think you are mature enough. I am wasting my time talking to a rock"", 'hill_dyke|823617388134338560', '2022-05-30T12:11:02.000Z'), ('1531245797697892355', '@hill_dyke @The_WizardsTome @1NihilistWriter @OmarAlghabra @JustinTrudeau The canadian government also invented covid and released it so Justin trudeau could make canada a part of China', 'twistedmangoes|832331456592695296', '2022-05-30T12:07:01.000Z'), ('1531245523373461504', ""@twistedmangoes @The_WizardsTome @1NihilistWriter @OmarAlghabra @JustinTrudeau Clueless. Those grants are paid to the media companies. Individual journalists don't get bags of loot for promoting that garbage, they just don't get fired. You know who else pays the media bribes? The CDN gov. and FDA, stipulate only positive 💉 coverage. https://t.co/YCfyBcPOhu"", 'hill_dyke|823617388134338560', '2022-05-30T12:05:56.000Z'), ('1531243170658406401', '@hill_dyke @The_WizardsTome @1NihilistWriter @OmarAlghabra @JustinTrudeau No my neighbor was a journalist and a few months back he moved to his own private island and he told me that so far Bill Gates had paid him $100 billion dollars to not report the real story. Also people that promote the vaccine get a million dollars for every post they make', 'twistedmangoes|832331456592695296', '2022-05-30T11:56:35.000Z'), ('1531242024715702272', ""@twistedmangoes @The_WizardsTome @1NihilistWriter @OmarAlghabra @JustinTrudeau He literally does. The number is 319 million, and that is one of many continuing grants he pays the media for a quid pro quo. That doesn't include grants to universities, public health (as he is heavily vaccine invested) and SuperPAC funds, billions+++ https://t.co/kOGflJmxT0"", 'hill_dyke|823617388134338560', '2022-05-30T11:52:02.000Z'), ('1531238242078666752', '@hill_dyke @The_WizardsTome @1NihilistWriter @OmarAlghabra @JustinTrudeau I heard that Bill Gates sends all the doctors, journalists and politicians across the globe a check for $1 billion dollars a week to keep quiet', 'twistedmangoes|832331456592695296', '2022-05-30T11:37:00.000Z'), ('1531150763061194753', ""@twistedmangoes @The_WizardsTome @1NihilistWriter @OmarAlghabra @JustinTrudeau Because the doctor was a coward. Didn't want to risk their precious license. This is the norm with most doctors. Especially when they have hype propaganda from the media showing the heads of doctors they bagged. Doctor's were also sent letters stating THEY MAY NOT CRITIQUE💉"", 'hill_dyke|823617388134338560', '2022-05-30T05:49:23.000Z'), ('1531139723141562368', ""@hill_dyke @The_WizardsTome @1NihilistWriter @OmarAlghabra @JustinTrudeau So this doctor that said there's no medical reason for an exemption was lying and was sitting there waiting for his patients to die because he likes watching people die?"", 'twistedmangoes|832331456592695296', '2022-05-30T05:05:31.000Z'), ('1531139167203098626', '@twistedmangoes @The_WizardsTome @1NihilistWriter @OmarAlghabra @JustinTrudeau “I said, ‘No that is not a valid reason to be exempted.’ … it’s very restricted who can be exempted – in fact it’s so exceedingly rare that you have to wonder how any of the people who are getting these exemptions are given the exemption.” https://t.co/N96SdPLLhs', 'hill_dyke|823617388134338560', '2022-05-30T05:03:19.000Z'), ('1531138296415404032', ""@hill_dyke @The_WizardsTome @1NihilistWriter @OmarAlghabra @JustinTrudeau How do you explain why they stand by and let people die from this vaccine then if they aren't psychopaths? Also, which doctors have had their license pulled so I can follow up with them to confirm"", 'twistedmangoes|832331456592695296', '2022-05-30T04:59:51.000Z'), ('1531128357777178624', ""@twistedmangoes @The_WizardsTome @1NihilistWriter @OmarAlghabra @JustinTrudeau That is what you're saying. The fact remains that they are denying people exemptions because they fear losing license, this is happening TODAY. As4you, you're constant RT's of Mr. No1Heardof Kinsella are suspect. As he runs a PR firm specializing in soc media smear campaigns."", 'hill_dyke|823617388134338560', '2022-05-30T04:20:22.000Z'), ('1531126976869715968', ""@hill_dyke @The_WizardsTome @1NihilistWriter @OmarAlghabra @JustinTrudeau So what you're saying is doctors are sociopaths and would rather let people die than speak out and lose their jobs"", 'twistedmangoes|832331456592695296', '2022-05-30T04:14:52.000Z'), ('1531118743534702592', '@twistedmangoes @The_WizardsTome @1NihilistWriter @OmarAlghabra @JustinTrudeau Here is a true story! 👨 got a 💉 and developed myocarditis suddenly afterwards. Doctors refuse to give him a medical exemption (impossible 2 get) because the government is pulling medical licenses for granting them. Not considered fully stabbed, and is discriminated against🖕', 'hill_dyke|823617388134338560', '2022-05-30T03:42:09.000Z'), ('1531087252780158980', '@The_WizardsTome @1NihilistWriter @OmarAlghabra @JustinTrudeau Choices sometimes have consequences. Welcome to adulthood', 'twistedmangoes|832331456592695296', '2022-05-30T01:37:01.000Z'), ('1531086342326734849', ""@twistedmangoes @1NihilistWriter @OmarAlghabra @JustinTrudeau I mean I'd rather be able to take a 5 hour flight than a 6 day drive"", 'The_WizardsTome|1129540702327545856', '2022-05-30T01:33:24.000Z'), ('1530932175415255040', ""@1NihilistWriter @OmarAlghabra @JustinTrudeau Where are you going to go on a plane anyways? 90% of the world won't let you travel there"", 'twistedmangoes|832331456592695296', '2022-05-29T15:20:48.000Z'), ('1530877449231339521', 'We unvaccinated Canadians are allowed on long haul buses but barred from boarding a plane. 2 anyone who thinks this makes sense, u do know that buses are basically planes on wheels with a slower speed and worse ventilation, right? It NEVER made sense @OmarAlghabra @JustinTrudeau', '1NihilistWriter|1242171822080213001', '2022-05-29T11:43:20.000Z')]"
ABCD,"[('1531250740764676096', '@connor_blame @MoElnenySZN @NepentheZ Pretty sure he was being sarcastic', 'WanBisshager|1219931408816377856', '2022-05-30T12:26:40.000Z'), ('1531044521081032709', '@MoElnenySZN @NepentheZ Cant be that mad, theyre called “fodder” packs for a reason.', 'connor_blame|977659624835858432', '2022-05-29T22:47:13.000Z'), ('1530987585367162885', '@NepentheZ Completely unrelated but my luck recently🥵💯 https://t.co/GGuqUO2jDn', 'MoElnenySZN|1322873878155272197', '2022-05-29T19:00:59.000Z'), ('1530969631061680129', 'The fact this card is already down at 150k is mind blowing. #FUT https://t.co/FBeaGgEfmS', 'NepentheZ|50853348', '2022-05-29T17:49:38.000Z')]"
